v ATLAS
# This file was created by ATLAS version 5.26.1.R on Wed Apr 18 00:47:35 2018.
#SSF 2.0 generic
##############################################################################
#                    Copyright (c) 1984 - 2018                               #
#                    Silvaco Inc. All rights reserved                        #
#                                                                            #
# This file format and the following Key are copyright Silvaco Inc.          #
# You may not use, this format or key without reproducing this message in    #
# full and obtaining express written permission from Silvaco Inc.            #
#                                                                            #
# To obtain such permission please contact: Silvaco Inc.                     #
#                                           support@silvaco.com              #
#                                                                            #
# KEY=SVC86hn7562asdx                       PROD=345                         #
##############################################################################
o 1 xx (nm) 
o 2 En (b=1,n=1) (eV) 
o 95 N (b=1,n=10) (1/cm3) 
o 96 N (b=1,n=11) (1/cm3) 
o 97 N (b=1,n=12) (1/cm3) 
o 98 N (b=1,n=13) (1/cm3) 
o 99 N (b=1,n=14) (1/cm3) 
o 100 N (b=1,n=15) (1/cm3) 
o 101 N (b=1,n=16) (1/cm3) 
o 102 N (b=1,n=17) (1/cm3) 
o 103 N (b=1,n=18) (1/cm3) 
o 104 N (b=1,n=19) (1/cm3) 
o 105 N (b=1,n=20) (1/cm3) 
o 106 N (b=1,n=21) (1/cm3) 
o 107 N (b=1,n=22) (1/cm3) 
o 108 N (b=1,n=23) (1/cm3) 
o 109 N (b=1,n=24) (1/cm3) 
o 110 N (b=1,n=25) (1/cm3) 
o 111 N (b=1,n=26) (1/cm3) 
o 112 N (b=1,n=27) (1/cm3) 
o 113 N (b=1,n=28) (1/cm3) 
o 114 N (b=1,n=29) (1/cm3) 
o 115 N (b=1,n=30) (1/cm3) 
o 116 N (b=1,n=31) (1/cm3) 
o 117 N (b=1,n=32) (1/cm3) 
o 118 N (b=1,n=33) (1/cm3) 
o 119 N (b=1,n=34) (1/cm3) 
o 120 N (b=1,n=35) (1/cm3) 
o 121 N (b=1,n=36) (1/cm3) 
o 122 N (b=1,n=37) (1/cm3) 
o 123 N (b=1,n=38) (1/cm3) 
o 124 N (b=1,n=39) (1/cm3) 
o 125 N (b=1,n=40) (1/cm3) 
o 126 N (b=1,n=41) (1/cm3) 
o 127 N (b=1,n=42) (1/cm3) 
o 128 N (b=1,n=43) (1/cm3) 
o 129 N (b=1,n=44) (1/cm3) 
o 130 N (b=1,n=45) (1/cm3) 
o 131 N (b=1,n=46) (1/cm3) 
o 132 N (b=1,n=47) (1/cm3) 
o 133 N (b=1,n=48) (1/cm3) 
o 134 N (b=1,n=49) (1/cm3) 
o 135 N (b=1,n=50) (1/cm3) 
o 136 N (b=1,n=51) (1/cm3) 
o 137 N (b=1,n=52) (1/cm3) 
o 138 N (b=1,n=53) (1/cm3) 
o 139 N (b=1,n=54) (1/cm3) 
o 140 N (b=1,n=55) (1/cm3) 
o 141 N (b=1,n=56) (1/cm3) 
o 142 N (b=1,n=57) (1/cm3) 
o 143 N (b=1,n=58) (1/cm3) 
o 144 N (b=1,n=59) (1/cm3) 
o 145 N (b=1,n=60) (1/cm3) 
o 146 N (b=1,n=61) (1/cm3) 
o 147 N (b=1,n=62) (1/cm3) 
o 148 N (b=1,n=63) (1/cm3) 
o 149 N (b=1,n=64) (1/cm3) 
o 150 N (b=1,n=65) (1/cm3) 
o 151 N (b=1,n=66) (1/cm3) 
o 152 N (b=1,n=67) (1/cm3) 
o 153 N (b=1,n=68) (1/cm3) 
o 154 N (b=1,n=69) (1/cm3) 
o 155 N (b=1,n=70) (1/cm3) 
o 156 N (b=1,n=71) (1/cm3) 
o 157 N (b=1,n=72) (1/cm3) 
o 158 N (b=1,n=73) (1/cm3) 
o 159 N (b=1,n=74) (1/cm3) 
o 160 N (b=1,n=75) (1/cm3) 
o 161 N (b=1,n=76) (1/cm3) 
o 162 N (b=1,n=77) (1/cm3) 
o 163 N (b=1,n=78) (1/cm3) 
o 164 N (b=1,n=79) (1/cm3) 
o 165 N (b=1,n=80) (1/cm3) 
o 166 N (b=1,n=81) (1/cm3) 
o 167 N (b=1,n=82) (1/cm3) 
o 168 N (b=1,n=83) (1/cm3) 
o 169 N (b=1,n=84) (1/cm3) 
o 170 Jn (b=1,n=1) (A/cm2) 
o 171 Jn (b=1,n=2) (A/cm2) 
o 172 Jn (b=1,n=3) (A/cm2) 
o 173 Jn (b=1,n=4) (A/cm2) 
o 174 Jn (b=1,n=5) (A/cm2) 
o 175 Jn (b=1,n=6) (A/cm2) 
o 176 Jn (b=1,n=7) (A/cm2) 
o 177 Jn (b=1,n=8) (A/cm2) 
o 178 Jn (b=1,n=9) (A/cm2) 
o 179 Jn (b=1,n=10) (A/cm2) 
o 180 Jn (b=1,n=11) (A/cm2) 
o 181 Jn (b=1,n=12) (A/cm2) 
o 182 Jn (b=1,n=13) (A/cm2) 
o 183 Jn (b=1,n=14) (A/cm2) 
o 184 Jn (b=1,n=15) (A/cm2) 
o 185 Jn (b=1,n=16) (A/cm2) 
o 186 Jn (b=1,n=17) (A/cm2) 
o 187 Jn (b=1,n=18) (A/cm2) 
o 188 Jn (b=1,n=19) (A/cm2) 
o 189 Jn (b=1,n=20) (A/cm2) 
o 190 Jn (b=1,n=21) (A/cm2) 
o 191 Jn (b=1,n=22) (A/cm2) 
o 192 Jn (b=1,n=23) (A/cm2) 
o 193 Jn (b=1,n=24) (A/cm2) 
o 194 Jn (b=1,n=25) (A/cm2) 
o 195 Jn (b=1,n=26) (A/cm2) 
o 196 Jn (b=1,n=27) (A/cm2) 
o 197 Jn (b=1,n=28) (A/cm2) 
o 198 Jn (b=1,n=29) (A/cm2) 
o 199 Jn (b=1,n=30) (A/cm2) 
o 200 Jn (b=1,n=31) (A/cm2) 
o 201 Jn (b=1,n=32) (A/cm2) 
o 202 Jn (b=1,n=33) (A/cm2) 
o 203 Jn (b=1,n=34) (A/cm2) 
o 204 Jn (b=1,n=35) (A/cm2) 
o 205 Jn (b=1,n=36) (A/cm2) 
o 206 Jn (b=1,n=37) (A/cm2) 
o 207 Jn (b=1,n=38) (A/cm2) 
o 208 Jn (b=1,n=39) (A/cm2) 
o 209 Jn (b=1,n=40) (A/cm2) 
o 210 Jn (b=1,n=41) (A/cm2) 
o 211 Jn (b=1,n=42) (A/cm2) 
o 212 Jn (b=1,n=43) (A/cm2) 
o 213 Jn (b=1,n=44) (A/cm2) 
o 214 Jn (b=1,n=45) (A/cm2) 
o 215 Jn (b=1,n=46) (A/cm2) 
o 216 Jn (b=1,n=47) (A/cm2) 
o 217 Jn (b=1,n=48) (A/cm2) 
o 218 Jn (b=1,n=49) (A/cm2) 
o 219 Jn (b=1,n=50) (A/cm2) 
o 220 Jn (b=1,n=51) (A/cm2) 
o 221 Jn (b=1,n=52) (A/cm2) 
o 222 Jn (b=1,n=53) (A/cm2) 
o 223 Jn (b=1,n=54) (A/cm2) 
o 224 Jn (b=1,n=55) (A/cm2) 
o 225 Jn (b=1,n=56) (A/cm2) 
o 226 Jn (b=1,n=57) (A/cm2) 
o 227 Jn (b=1,n=58) (A/cm2) 
o 228 Jn (b=1,n=59) (A/cm2) 
o 229 Jn (b=1,n=60) (A/cm2) 
o 230 Jn (b=1,n=61) (A/cm2) 
o 231 Jn (b=1,n=62) (A/cm2) 
o 232 Jn (b=1,n=63) (A/cm2) 
o 233 Jn (b=1,n=64) (A/cm2) 
o 234 Jn (b=1,n=65) (A/cm2) 
o 235 Jn (b=1,n=66) (A/cm2) 
o 236 Jn (b=1,n=67) (A/cm2) 
o 237 Jn (b=1,n=68) (A/cm2) 
o 238 Jn (b=1,n=69) (A/cm2) 
o 239 Jn (b=1,n=70) (A/cm2) 
o 240 Jn (b=1,n=71) (A/cm2) 
o 241 Jn (b=1,n=72) (A/cm2) 
o 242 Jn (b=1,n=73) (A/cm2) 
o 243 Jn (b=1,n=74) (A/cm2) 
o 244 Jn (b=1,n=75) (A/cm2) 
o 245 Jn (b=1,n=76) (A/cm2) 
o 246 Jn (b=1,n=77) (A/cm2) 
o 247 Jn (b=1,n=78) (A/cm2) 
o 248 Jn (b=1,n=79) (A/cm2) 
o 249 Jn (b=1,n=80) (A/cm2) 
o 250 Jn (b=1,n=81) (A/cm2) 
o 251 Jn (b=1,n=82) (A/cm2) 
o 252 Jn (b=1,n=83) (A/cm2) 
o 253 Jn (b=1,n=84) (A/cm2) 
o 254 Efn (b=1,n=1) (eV) 
o 255 Efn (b=1,n=2) (eV) 
o 256 Efn (b=1,n=3) (eV) 
o 257 Efn (b=1,n=4) (eV) 
o 258 Efn (b=1,n=5) (eV) 
o 259 Efn (b=1,n=6) (eV) 
o 260 Efn (b=1,n=7) (eV) 
o 261 Efn (b=1,n=8) (eV) 
o 262 Efn (b=1,n=9) (eV) 
o 263 Efn (b=1,n=10) (eV) 
o 264 Efn (b=1,n=11) (eV) 
o 265 Efn (b=1,n=12) (eV) 
o 266 Efn (b=1,n=13) (eV) 
o 267 Efn (b=1,n=14) (eV) 
o 268 Efn (b=1,n=15) (eV) 
o 269 Efn (b=1,n=16) (eV) 
o 270 Efn (b=1,n=17) (eV) 
o 271 Efn (b=1,n=18) (eV) 
o 272 Efn (b=1,n=19) (eV) 
o 273 Efn (b=1,n=20) (eV) 
o 274 Efn (b=1,n=21) (eV) 
o 275 Efn (b=1,n=22) (eV) 
o 276 Efn (b=1,n=23) (eV) 
o 277 Efn (b=1,n=24) (eV) 
o 278 Efn (b=1,n=25) (eV) 
o 279 Efn (b=1,n=26) (eV) 
o 280 Efn (b=1,n=27) (eV) 
o 281 Efn (b=1,n=28) (eV) 
o 282 Efn (b=1,n=29) (eV) 
o 283 Efn (b=1,n=30) (eV) 
o 284 Efn (b=1,n=31) (eV) 
o 285 Efn (b=1,n=32) (eV) 
o 286 Efn (b=1,n=33) (eV) 
o 287 Efn (b=1,n=34) (eV) 
o 288 Efn (b=1,n=35) (eV) 
o 289 Efn (b=1,n=36) (eV) 
o 290 Efn (b=1,n=37) (eV) 
o 291 Efn (b=1,n=38) (eV) 
o 292 Efn (b=1,n=39) (eV) 
o 293 Efn (b=1,n=40) (eV) 
o 294 Efn (b=1,n=41) (eV) 
o 295 Efn (b=1,n=42) (eV) 
o 296 Efn (b=1,n=43) (eV) 
o 297 Efn (b=1,n=44) (eV) 
o 298 Efn (b=1,n=45) (eV) 
o 299 Efn (b=1,n=46) (eV) 
o 300 Efn (b=1,n=47) (eV) 
o 301 Efn (b=1,n=48) (eV) 
o 302 Efn (b=1,n=49) (eV) 
o 303 Efn (b=1,n=50) (eV) 
o 304 Efn (b=1,n=51) (eV) 
o 305 Efn (b=1,n=52) (eV) 
o 306 Efn (b=1,n=53) (eV) 
o 307 Efn (b=1,n=54) (eV) 
o 308 Efn (b=1,n=55) (eV) 
o 309 Efn (b=1,n=56) (eV) 
o 310 Efn (b=1,n=57) (eV) 
o 311 Efn (b=1,n=58) (eV) 
o 312 Efn (b=1,n=59) (eV) 
o 313 Efn (b=1,n=60) (eV) 
o 314 Efn (b=1,n=61) (eV) 
o 315 Efn (b=1,n=62) (eV) 
o 316 Efn (b=1,n=63) (eV) 
o 317 Efn (b=1,n=64) (eV) 
o 318 Efn (b=1,n=65) (eV) 
o 319 Efn (b=1,n=66) (eV) 
o 320 Efn (b=1,n=67) (eV) 
o 321 Efn (b=1,n=68) (eV) 
o 322 Efn (b=1,n=69) (eV) 
o 323 Efn (b=1,n=70) (eV) 
o 324 Efn (b=1,n=71) (eV) 
o 325 Efn (b=1,n=72) (eV) 
o 326 Efn (b=1,n=73) (eV) 
o 327 Efn (b=1,n=74) (eV) 
o 328 Efn (b=1,n=75) (eV) 
o 329 Efn (b=1,n=76) (eV) 
o 330 Efn (b=1,n=77) (eV) 
o 331 Efn (b=1,n=78) (eV) 
o 332 Efn (b=1,n=79) (eV) 
o 333 Efn (b=1,n=80) (eV) 
o 334 Efn (b=1,n=81) (eV) 
o 335 Efn (b=1,n=82) (eV) 
o 336 Efn (b=1,n=83) (eV) 
o 337 Efn (b=1,n=84) (eV) 
p 337  3000  3001  3002  3003  3004  3005  3006  3007  3008  3009  3010  3011  3012  3013  3014  3015  3016  3017  3018  3019  3020  3021  3022  3023  3024  3025  3026  3027  3028  3029  3030  3031  3032  3033  3034  3035  3036  3037  3038  3039  3040  3041  3042  3043  3044  3045  3046  3047  3048  3049  3050  3051  3052  3053  3054  3055  3056  3057  3058  3059  3060  3061  3062  3063  3064  3065  3066  3067  3068  3069  3070  3071  3072  3073  3074  3075  3076  3077  3078  3079  3080  3081  3082  3083  3084  3085  3086  3087  3088  3089  3090  3091  3092  3093  3094  3095  3096  3097  3098  3099  3100  3101  3102  3103  3104  3105  3106  3107  3108  3109  3110  3111  3112  3113  3114  3115  3116  3117  3118  3119  3120  3121  3122  3123  3124  3125  3126  3127  3128  3129  3130  3131  3132  3133  3134  3135  3136  3137  3138  3139  3140  3141  3142  3143  3144  3145  3146  3147  3148  3149  3150  3151  3152  3153  3154  3155  3156  3157  3158  3159  3160  3161  3162  3163  3164  3165  3166  3167  3168  3169  3170  3171  3172  3173  3174  3175  3176  3177  3178  3179  3180  3181  3182  3183  3184  3185  3186  3187  3188  3189  3190  3191  3192  3193  3194  3195  3196  3197  3198  3199  3200  3201  3202  3203  3204  3205  3206  3207  3208  3209  3210  3211  3212  3213  3214  3215  3216  3217  3218  3219  3220  3221  3222  3223  3224  3225  3226  3227  3228  3229  3230  3231  3232  3233  3234  3235  3236  3237  3238  3239  3240  3241  3242  3243  3244  3245  3246  3247  3248  3249  3250  3251  3252  3253  3254  3255  3256  3257  3258  3259  3260  3261  3262  3263  3264  3265  3266  3267  3268  3269  3270  3271  3272  3273  3274  3275  3276  3277  3278  3279  3280  3281  3282  3283  3284  3285  3286  3287  3288  3289  3290  3291  3292  3293  3294  3295  3296  3297  3298  3299  3300  3301  3302  3303  3304  3305  3306  3307  3308  3309  3310  3311  3312  3313  3314  3315  3316  3317  3318  3319  3320  3321  3322  3323  3324  3325  3326  3327  3328  3329  3330  3331  3332  3333  3334  3335  3336 
d 0  -0.0913941754  -0.0439119548  -0.0226016925  0.0256158936  0.0659764022  0.131762783  0.136385583  0.180117818  0.22630707  0.291136965  0.296408318  0.346848784  0.395455567  0.426679597  0.451234688  0.496083829  0.507285867  0.614132669  0.651869439  0.662178709  0.664839411  0.666244891  0.734779659  0.773829623  0.866747207  0.889215029  0.927716549  0.934066557  0.934352911  0.976162461  1.00487928  1.08721695  1.10447901  1.13396901  1.15999907  1.23200234  1.24731153  1.27917669  1.30258895  1.32758537  1.3720088  1.3745869  1.43872709  1.44791252  1.45742981  1.55159533  1.59886201  1.6221916  1.64213162  1.66012136  1.67166456  1.685876  1.708994  1.77697745  1.79945233  1.81970265  1.88714247  1.93981564  1.95534977  1.95777536  1.9798333  1.99238085  2.03695427  2.06109613  2.10979595  2.1126321  2.18042  2.22067165  2.23235847  2.25318406  2.25940064  2.30305891  2.30747806  2.32785694  2.38087366  2.41800868  2.45791977  2.47225758  2.52096582  2.57302269  2.58079432  2.58144144  2.594277  2.60603191 5.27195946e+19 3.84249521e+19 2.72890205e+19 9.16603682e+18 2.16313001e+18 1.82677134e+17 1.62864655e+17 3.06928304e+16 4.85319783e+15 4.19069549e+14 3.3727166e+14 4.497283e+13 7.61300792e+12 2.11577696e+12 8.86124908e+11 1.65466995e+11 1.02780399e+11 1.56072169e+09 385536426 278350522 220258020 210703127 13762587.5 3469744.97 90847.1182 36850.1571 7753.37967 7233.6412 6387.46326 1267.53569 446.373017 18.2178987 8.57955267 3.27793873 1.16264458 0.0549180552 0.0377592274 0.0085684782 0.00390772129 0.00159277888 0.000289461308 0.000278592302 2.12142173e-05 1.56740698e-05 1.02904849e-05 2.5023207e-07 4.41485991e-08 1.76749269e-08 9.38379584e-09 3.76001195e-09 2.69457552e-09 1.5868035e-09 6.57821098e-10 4.77577362e-11 1.88431817e-11 8.66587258e-12 6.21719088e-13 8.48523495e-14 4.88203054e-14 4.20774623e-14 1.86733346e-14 1.14137164e-14 1.73598971e-15 7.07273808e-16 1.22447377e-16 1.12859688e-16 7.55159525e-18 1.70371638e-18 9.99620985e-19 4.55538728e-19 4.00621992e-19 7.03647015e-20 5.65221407e-20 2.64050753e-20 3.37335794e-21 7.50673291e-22 1.82549033e-22 1.30569945e-22 2.18260419e-23 2.02347217e-24 1.20517296e-24 1.4712794e-24 9.85054679e-25 5.45436319e-25  4227.50085  1701.12707  1049.65594  216.160639  33.1232068  3.50239552  2.78522548  0.557733813  0.0744233423  0.00651477929  0.00597704713  0.000910764326  0.000146084739  3.28041553e-05  1.43354817e-05  2.92288415e-06  1.7136977e-06  3.21653453e-08  6.34106198e-09  5.31261219e-09  3.57513763e-09  3.52793551e-09  2.48328473e-10  5.81870861e-11  1.56399294e-12  6.0582065e-13  1.6277309e-13  1.26355054e-13  9.97552629e-14  2.50253989e-14  8.06853803e-15  3.09460478e-16  1.49010309e-16  5.75138626e-17  1.9292882e-17  8.58980243e-19  6.66184014e-19  1.80929938e-19  7.08561144e-20  3.1559061e-20  5.15168014e-21  4.85045754e-21  3.62550986e-22  2.79913208e-22  1.70606066e-22  3.9171587e-24  7.85497132e-25  3.20658691e-25  1.67015508e-25  7.97297232e-26  4.67890212e-26  2.83918656e-26  1.32752982e-26  7.91328059e-28  3.39654985e-28  1.48712561e-28  9.73146215e-30  1.5139441e-30  8.78000055e-31  7.63015502e-31  3.33402205e-31  2.00317241e-31  3.13066493e-32  1.50238907e-32  2.46107997e-33  1.87588131e-33  1.36416522e-34  2.92846269e-35  1.56234345e-35  8.20884742e-36  7.15309921e-36  1.27522524e-36  1.02963676e-36  4.62839099e-37  6.03788269e-38  1.36234146e-38  3.03178526e-39  2.77044031e-39  4.38701059e-40  3.65934326e-41  2.13706557e-41  2.34130043e-41  1.75216378e-41  1.00202837e-41  -0  -0  -0  -0  -0  -0  -0  -0  -0  -0  -0  -0  -0  -0  -0  -0  -0  -0  -0  -0  -0  -0  -0  -0  -0  -0  -0  -0  -0  -0  -0  -0  -0  -0  -0  -0  -0  -0  -0  -0  -0  -0  -0  -0  -0  -0  -0  -0  -0  -0  -0  -0  -0  -0  -0  -0  -0  -0  -0  -0  -0  -0  -0  -0  -0  -0  -0  -0  -0  -0  -0  -0  -0  -0  -0  -0  -0  -0  -0  -0  -0  -0  -0  -0 
